facility_id,name,address_city,address_state,address_zip,latitude,longitude,facility_type,specialties,data_completeness,searchable_text,ext_has_icu,ext_icu_beds,ext_has_emergency,ext_has_24_7,ext_has_surgery,ext_has_dialysis,ext_has_oncology,ext_has_neonatal_icu,ext_has_mental_health,ext_has_trauma_centre,ext_inferred_doctors,ext_extracted_equipment,ext_extracted_procedures,ext_operational_notes,ext_confidence,ext_source_sentence,trust_trust_completeness,trust_trust_consistency,trust_trust_verifiability,trust_trust_recency,trust_trust_digital,trust_contradictions,trust_source_sentence,trust_score,contradictions,source_sentence,extraction_error
00035,"72 BPM Healthcare, Multi Specialty Hospital",Jammu,Jammu & Kashmir,180015,32.69173431,74.90290833,hospital,['criticalCareMedicine | anesthesia | spineNeurosurgery | familyMedicine | emergencyMedicine | internalMedicine | orthopedicSurgery | geriatricsInternalMedicine | jointReconstructionSurgery | generalSurgery | dentistry'],0.75,"72 BPM Healthcare, Multi Specialty Hospital Two-day free medical camp organized by 72 BPM Healthcare and Rotary Club, Jammu, at the hospital premises in Channi Himmat. Hospital with critical care services | Open 24/7 | 24/7 emergency surgical services (round-the-clock) for surgical emergencies | State-of-the-art joint replacement center | 24x7 head and spinal injury treatments | Collaborates with Rotary Club of Jammu City to organize health initiatives. | Has super speciality level infrastructure | Offers hip replacement surgery as part of its orthopedic program | Operates as a multi-specialty hospital. | Offers surgical services | Conducts community health outreach programs (free medical camps). criticalCareMedicine | anesthesia | spineNeurosurgery | familyMedicine | emergencyMedicine | internalMedicine | orthopedicSurgery | geriatricsInternalMedicine | jointReconstructionSurgery | generalSurgery | dentistry The camp was organized in collaboration with Rotary Club of Jammu City. | More than 600 patients were examined during the camp. | A dental unit was established to provide free dental check-ups during the camp. | Free medical consultations were provided by experienced doctors from Jammu and senior doctors from New Delhi. | Emergency appendectomy for acute appendicitis performed at midnight by 72 BPM Healthcare team | Total hip replacement performed using minimally invasive technique | Surgery was conducted by joint replacement surgeon Dr Deepinder Chaudhary at 72 BPM Healthcare | Holds a two-day free medical camp at 72 BPM Healthcare, Multi Specialty Hospital. | Performed total hip replacement surgery at 72 BPM Healthcare on 28 November 2015 for secondary osteoarthritis with deformity | Performs all types of surgeries Uses an advanced hip replacement system from a leading US-based company | Modern medical equipment showcased during the event. | Hip implants available at 72 BPM Healthcare | Dental unit provided for free dental check-ups. Jammu Jammu & Kashmir advanced hip replacement system from a leading US-based company modern medical equipment showcased during the event hip implants available at 72 BPM Healthcare dental unit provided for free dental check-ups The camp was organized in collaboration with Rotary Club of Jammu City More than 600 patients were examined during the camp A dental unit was established to provide free dental check-ups during the camp Free medical consultations were provided by experienced doctors from Jammu and senior doctors from New Delhi Emergency appendectomy for acute appendicitis performed at midnight by 72 BPM Healthcare team Total hip replacement performed using minimally invasive technique Surgery was conducted by joint replacement surgeon Dr Deepinder Chaudhary at 72 BPM Healthcare Holds a two-day free medical camp at 72 BPM Healthcare, Multi Specialty Hospital Performed total hip replacement surgery at 72 BPM Healthcare on 28 November 2015 for secondary osteoarthritis with deformity Performs all types of surgeries",True,,True,True,True,False,False,False,False,False,,"['advanced hip replacement system from a leading US-based company', 'modern medical equipment showcased during the event', 'hip implants available at 72 BPM Healthcare', 'dental unit provided for free dental check-ups']","['The camp was organized in collaboration with Rotary Club of Jammu City', 'More than 600 patients were examined during the camp', 'A dental unit was established to provide free dental check-ups during the camp', 'Free medical consultations were provided by experienced doctors from Jammu and senior doctors from New Delhi', 'Emergency appendectomy for acute appendicitis performed at midnight by 72 BPM Healthcare team', 'Total hip replacement performed using minimally invasive technique', 'Surgery was conducted by joint replacement surgeon Dr Deepinder Chaudhary at 72 BPM Healthcare', 'Holds a two-day free medical camp at 72 BPM Healthcare, Multi Specialty Hospital', 'Performed total hip replacement surgery at 72 BPM Healthcare on 28 November 2015 for secondary osteoarthritis with deformity', 'Performs all types of surgeries']",Open 24/7,high,Hospital with critical care services | Open 24/7 | 24/7 emergency surgical services (round-the-clock) for surgical emergencies,18.8,18.0,25.0,8.0,10.0,['Claims surgery capability but no anaesthesiologist mentioned'],Hospital with critical care services | Open 24/7 | 24/7 emergency surgical services (round-the-clock) for surgical emergencies,79.8,['Claims surgery capability but no anaesthesiologist mentioned'],Hospital with critical care services | Open 24/7 | 24/7 emergency surgical services (round-the-clock) for surgical emergencies,
00036,7LABS,Guntur,Andhra Pradesh,522006,16.32213974,80.41371155,clinic,['pathology | clinicalPathology | familyMedicine'],0.5,"7LABS Diagnostics centre 7LABS is listed on Mediyaar's Guntur labs page as a nearby diagnostic centre | Operates as a diagnostics centre in Guntur, Andhra Pradesh, India | Offers value-added services | 7LABS is a diagnostic laboratory located in SVN Colony, Guntur, Andhra Pradesh | Provides quality diagnosis in testing | 7LABS is listed as a nearby diagnostic centre in Ajay Nagar Mangalagiri, Guntur pathology | clinicalPathology | familyMedicine Guntur Andhra Pradesh",,,False,,False,False,False,False,False,False,,[],[],,insufficient_data,7LABS is listed on Mediyaar's Guntur labs page as a nearby diagnostic centre,12.5,30.0,0.0,2.0,10.0,[],7LABS is listed on Mediyaar's Guntur labs page as a nearby diagnostic centre,54.5,[],7LABS is listed on Mediyaar's Guntur labs page as a nearby diagnostic centre,
00037,7Scope Orthocare,Chennai,Tamil Nadu,600034,12.69125271,80.02441406,clinic,['criticalCareMedicine | sportsMedicinePMR | shoulderAndElbowOrthopedicSurgery | familyMedicine | orthopedicSurgery | handOrUpperExtremityAndPeripheralNerveSurgery | physicalMedicineAndRehabilitation | painMedicinePMR | footAndAnkleOrthopedicSurgery'],0.75,"7Scope Orthocare Orthopaedic and Sports Centre offering physiotherapy, sports rehabilitation, sports training, fitness training, sports nutrition & psychology and pain management with regenerative medicine. Located in Chennai, 7Scope aims to deliver state-of-the-art orthopaedic care to the Indian sports fraternity. Spine care program | Offers physiotherapy, rehabilitation, and regenerative medicine for pain management | Center of Excellence in orthopedics and sports medicine | Has treated 1000 happy patients | Sports medicine program | 24/7 trauma and emergency care | Has 12 years of expertise in orthopedic care | Has served 150 happy athletes | Autologous Chondrocyte Implantation program criticalCareMedicine | sportsMedicinePMR | shoulderAndElbowOrthopedicSurgery | familyMedicine | orthopedicSurgery | handOrUpperExtremityAndPeripheralNerveSurgery | physicalMedicineAndRehabilitation | painMedicinePMR | footAndAnkleOrthopedicSurgery Bone marrow aspirate concentrate (BMAC) treatment | Performs talar OCD/OS Trigonum and retrocalcaneal bursitis surgeries | Performs high tibial osteotomy | Performs robotic total knee replacement using MAKO RiO robotic system | Performs knee arthroscopy including ACL, PCL, meniscus, and MCL/LCL ligament procedures | Performs autologous chondrocyte implantation | Trigger point injections and intra-articular injections | Performs hip arthroplasty including hip resurfacing, total hip arthroplasty, and hip hemiarthroplasty | Treats traumatic spine injuries and provides spine care for conditions such as sciatica, prolapsed intervertebral disc, facet arthropathy, spondylolisthesis, scoliosis | Treats carpal tunnel syndrome | Performs rotator cuff repair and other shoulder arthroscopy | Manages frozen shoulder | Treats ATFL tears and other ankle ligament injuries | Performs conventional total knee arthroplasty and unicondylar knee arthroplasty | Performs SLAP repair and superior capsule reconstruction | Performs TFCC surgery | Performs Bankart surgery for shoulder instability | Provides fracture and trauma care MAKO RiO robotic system used for knee replacement | Laboratory microscope visible in promotional imagery | On-site X-ray imaging equipment Chennai Tamil Nadu MAKO RiO robotic system used for knee replacement Laboratory microscope visible in promotional imagery On-site X-ray imaging equipment Bone marrow aspirate concentrate (BMAC) treatment Performs talar OCD/OS Trigonum and retrocalcaneal bursitis surgeries Performs high tibial osteotomy Performs robotic total knee replacement using MAKO RiO robotic system Performs knee arthroscopy including ACL, PCL, meniscus, and MCL/LCL ligament procedures Performs autologous chondrocyte implantation Trigger point injections and intra-articular injections Performs hip arthroplasty including hip resurfacing, total hip arthroplasty, and hip hemiarthroplasty Treats traumatic spine injuries and provides spine care for conditions such as sciatica, prolapsed intervertebral disc, facet arthropathy, spondylolisthesis, scoliosis Treats carpal tunnel syndrome Performs rotator cuff repair and other shoulder arthroscopy Manages frozen shoulder Treats ATFL tears and other ankle ligament injuries Performs conventional total knee arthroplasty and unicondylar knee arthroplasty Performs SLAP repair and superior capsule reconstruction Performs TFCC surgery Performs Bankart surgery for shoulder instability Provides fracture and trauma care",False,,True,True,True,False,False,False,True,True,,"['MAKO RiO robotic system used for knee replacement', 'Laboratory microscope visible in promotional imagery', 'On-site X-ray imaging equipment']","['Bone marrow aspirate concentrate (BMAC) treatment', 'Performs talar OCD/OS Trigonum and retrocalcaneal bursitis surgeries', 'Performs high tibial osteotomy', 'Performs robotic total knee replacement using MAKO RiO robotic system', 'Performs knee arthroscopy including ACL, PCL, meniscus, and MCL/LCL ligament procedures', 'Performs autologous chondrocyte implantation', 'Trigger point injections and intra-articular injections', 'Performs hip arthroplasty including hip resurfacing, total hip arthroplasty, and hip hemiarthroplasty', 'Treats traumatic spine injuries and provides spine care for conditions such as sciatica, prolapsed intervertebral disc, facet arthropathy, spondylolisthesis, scoliosis', 'Treats carpal tunnel syndrome', 'Performs rotator cuff repair and other shoulder arthroscopy', 'Manages frozen shoulder', 'Treats ATFL tears and other ankle ligament injuries', 'Performs conventional total knee arthroplasty and unicondylar knee arthroplasty', 'Performs SLAP repair and superior capsule reconstruction', 'Performs TFCC surgery', 'Performs Bankart surgery for shoulder instability', 'Provides fracture and trauma care']",24/7 trauma and emergency care,high,24/7 trauma and emergency care,18.8,18.0,25.0,2.0,10.0,['Claims surgery capability but no anaesthesiologist mentioned'],24/7 trauma and emergency care,73.8,['Claims surgery capability but no anaesthesiologist mentioned'],24/7 trauma and emergency care,
00038,7x Hospital Kalher,Kalher,Thane,421302,19.25124741,73.01670837,hospital,['internalMedicine'],0.375,"7x Hospital Kalher 7x hospital kalher is a Hospital in Kalher, Thane. The timings of 7x hospital kalher are: Mon-Sun: 11:00-17:00. nan internalMedicine Kalher Thane",,,,False,,,,,,,,[],[],The timings of 7x hospital kalher are: Mon-Sun: 11:00-17:00.,medium,The timings of 7x hospital kalher are: Mon-Sun: 11:00-17:00.,9.4,30.0,0.0,2.0,0.0,[],The timings of 7x hospital kalher are: Mon-Sun: 11:00-17:00.,41.4,[],The timings of 7x hospital kalher are: Mon-Sun: 11:00-17:00.,
00039,99 Clinic Multispeciality Hospital,Pune,Maharashtra,411045,18.52019119,73.76722717,hospital,['familyMedicine | internalMedicine'],0.5,"99 Clinic Multispeciality Hospital 99 Clinic Multispeciality Hospital Llp, a active limited liability partnership, was established on 09 December 2021 in Pune, Maharashtra, India. Engaging in hospitals within the healthcare sector, it holds LLPIN: AAZ-8207. Registered under ROC Roc Pune. It has total obligation of contribution of ₹50.00 K. Company status: Active | Paid-up capital ₹50,000 | Annual General Meeting held on 31 March 2024 | Active healthcare limited liability partnership | Activity: Health and social work | CIN/LLPIN AAZ-8207 | Total obligation of contribution ₹50.00 K as on 07-12-2025 | Incorporated on 9 December 2021 | Active LLP registered with RoC-Pune | Has 4 partners/designated partners | Registered with ROC Pune; no open charges | Designated Partners: Rushiraj Pawan Pande; Rohan Shriram Patil; Snehal Mahaveerkumar Badjate; Vaibhav Rameshrao Bedarkar | Incorporated on 09 December 2021 | LLPIN AAZ-8207 | Located in Bavdhan, Pune, Maharashtra, India | Last ROC filing on 31 March 2024 | Primary industry: Healthcare familyMedicine | internalMedicine Pune Maharashtra",,,,,,,,,,,,[],[],,insufficient_data,"99 Clinic Multispeciality Hospital Llp, a active limited liability partnership, was established on 09 December 2021 in Pune, Maharashtra, India.",12.5,30.0,0.0,8.0,10.0,[],"99 Clinic Multispeciality Hospital Llp, a active limited liability partnership, was established on 09 December 2021 in Pune, Maharashtra, India.",60.5,[],"99 Clinic Multispeciality Hospital Llp, a active limited liability partnership, was established on 09 December 2021 in Pune, Maharashtra, India.",
00040,99 Doctors Avenue,Bandel,Hooghly,712123,22.92017937,88.38490295,clinic,['neurology | dermatology | ophthalmology | familyMedicine | urology | cardiology | otolaryngology | pulmonology | internalMedicine | endocrinologyAndDiabetesAndMetabolism'],0.625,99 Doctors Avenue Minimally Invasive Urology Offers online booking | Has operated for 24 years | Offers endocrinology services including diabetes and thyroid management | Provides healthcare and medical services | Is a multi-specialist doctors chamber neurology | dermatology | ophthalmology | familyMedicine | urology | cardiology | otolaryngology | pulmonology | internalMedicine | endocrinologyAndDiabetesAndMetabolism Performs minimally invasive urology surgery Bandel Hooghly Performs minimally invasive urology surgery,,,,True,True,,,,,,,[],['Performs minimally invasive urology surgery'],Has operated for 24 years,high,Has operated for 24 years,15.6,18.0,3.0,2.0,5.0,['Claims surgery capability but no anaesthesiologist mentioned'],Has operated for 24 years,43.6,['Claims surgery capability but no anaesthesiologist mentioned'],Has operated for 24 years,
00041,9Months Fertility Center,Vijayawada,Andhra Pradesh,520002,16.5125618,80.63560486,clinic,['reproductiveEndocrinologyAndInfertility | familyMedicine | gynecologyAndObstetrics'],0.75,"9Months Fertility Center 9Months Fertility Center is popular in Vijayawada for its affordable packages and flexible treatments. The center is equipped with advanced IVF labs and skilled fertility doctors. Many couples recommend it for its high success rates and patient-friendly environment. Fertility clinic offering IVF services in Vijayawada, Andhra Pradesh | Offers affordable IVF packages | Has 9 years in healthcare | Reports high IVF success rates | Has rating 4.8/5 with 324 ratings on JustDial | Has skilled fertility doctors | IVF program reproductiveEndocrinologyAndInfertility | familyMedicine | gynecologyAndObstetrics Provides in vitro fertilization (IVF) treatment Advanced IVF laboratory facilities Vijayawada Andhra Pradesh Advanced IVF laboratory facilities Provides in vitro fertilization (IVF) treatment",,,,,,,,,,,,['Advanced IVF laboratory facilities'],['Provides in vitro fertilization (IVF) treatment'],,medium,"Fertility clinic offering IVF services in Vijayawada, Andhra Pradesh | Offers affordable IVF packages | Has skilled fertility doctors | IVF program",18.8,30.0,6.0,8.0,2.5,[],"Fertility clinic offering IVF services in Vijayawada, Andhra Pradesh | Offers affordable IVF packages | Has skilled fertility doctors | IVF program",65.3,[],"Fertility clinic offering IVF services in Vijayawada, Andhra Pradesh | Offers affordable IVF packages | Has skilled fertility doctors | IVF program",
00042,A & D Speciality Dental & Pain Care,Kannur,Kerala,670104,11.76000309,75.48927307,dentist,['radiology | pathology | prosthodontics | oralAndMaxillofacialSurgery | dentistry | endodontics'],0.625,"A & D Speciality Dental & Pain Care Professional dental clinic offers the whole range of dentistry. Operates as A & D Speciality Dental & Pain Care | Based in Thalassery, Kerala, India. | A & D Speciality Dental & Pain Care is a dental clinic located in Cherakkara, Kannur, Kerala. | Provides general dental services. radiology | pathology | prosthodontics | oralAndMaxillofacialSurgery | dentistry | endodontics Root canal treatment (RCT) Kannur Kerala Root canal treatment (RCT)",False,,False,False,False,False,False,False,False,False,,[],['Root canal treatment (RCT)'],,high,"A & D Speciality Dental & Pain Care is a dental clinic located in Cherakkara, Kannur, Kerala.",15.6,30.0,3.0,2.0,2.5,[],"A & D Speciality Dental & Pain Care is a dental clinic located in Cherakkara, Kannur, Kerala.",53.1,[],"A & D Speciality Dental & Pain Care is a dental clinic located in Cherakkara, Kannur, Kerala.",
00043,A & M Dental Station,Delhi,Delhi,110091,28.6071682,77.29476929,clinic,['pediatricDentistry | familyMedicine | orthodontics | prosthodontics | periodontics | oralAndMaxillofacialSurgery | dentistry | endodontics'],0.875,"A & M Dental Station Before coming to a dentist, usually everyone is scared. And we know it. So we take extra care to provide you the comfort you need.If you think dental treatment is going to be painful, then you are wrong, becoz painless treatment is our first priority in addition to that we take extra care in sterilization, cleanliness, quality treatment, 24×7 assistance after treatment over voice/video call and home visit to senior citizens if required. We believe in building a familiar and friendly relations with our patients to get you the comfort you require. We treat all kinds of dental and oral related problem with our high end advanced machines at affordable cost. Be it a normal mouth ulcer or a highly complex maxillofacial trauma surgeries. Multi-speciality dental clinic in Delhi | Provides dental implant services including implant rehabilitation and prosthesis | Located in Mayur Vihar Phase 1, Delhi | Has 10 years in healthcare | Provides 24x7 post-treatment assistance via voice/video call | General dentistry practice | Multi-speciality dental clinic | Painless dental treatment | Based in New Delhi, India | Provides home visits to senior citizens for dental care if required | Dentist and Implantologist | Outpatient dental clinic | Offers dental consultations | Sterilization and cleanliness emphasis | 3 doctors available | Dental X-ray imaging service | 9 years in healthcare pediatricDentistry | familyMedicine | orthodontics | prosthodontics | periodontics | oralAndMaxillofacialSurgery | dentistry | endodontics Tooth Whitening | Implant Rehabilitation | Tooth reshaping | Dental Braces Fixing | Ceramic Crowns and Bridges Fixing | Full Mouth Rehabilitation | Tooth Cavity/Decay Problem | Offers Disclusion Time Reduction (DTR) | Gum depigmentation | Disclusion Time Reduction (DTR) therapy services | TMJ Therapy | Aligners/Braces | Laser dentistry | Dental implant placement | Dental and oral X-ray imaging | Offers Tooth Extraction | Offers Root Canal Treatment (RCT) | Scaling/Polishing | Offers Full Mouth Rehabilitation | Offers Ceramic Veneers / Crowns | Filling without sensitivity | Ceramic dental braces | Offers Tongue Tie Release | Root canal treatment (RCT) | Impacted Tooth Extraction | Dentures | Offers Dental Fillings | Implant Prosthesis | Offers Orthotic Splints | Dental Consultation | Offers Dental Implant Fixing | Smile Makeover | Dental Fillings | Kids Dentistry | Wisdom Tooth Removal | Root Canal (RCT) | Offers Zirconia Crowns | Painless RCT treatment Dental chair with overhead light and integrated instrument delivery system | Dental X-ray imaging equipment (intraoral radiography) Delhi Delhi Dental chair with overhead light and integrated instrument delivery system Dental X-ray imaging equipment (intraoral radiography) Tooth Whitening Implant Rehabilitation Tooth reshaping Dental Braces Fixing Ceramic Crowns and Bridges Fixing Full Mouth Rehabilitation Tooth Cavity/Decay Problem Offers Disclusion Time Reduction (DTR) Gum depigmentation Disclusion Time Reduction (DTR) therapy services TMJ Therapy Aligners/Braces Laser dentistry Dental implant placement Dental and oral X-ray imaging Offers Tooth Extraction Offers Root Canal Treatment (RCT) Scaling/Polishing Offers Full Mouth Rehabilitation Offers Ceramic Veneers / Crowns Filling without sensitivity Ceramic dental braces Offers Tongue Tie Release Root canal treatment (RCT) Impacted Tooth Extraction Dentures Offers Dental Fillings Implant Prosthesis Offers Orthotic Splints Dental Consultation Offers Dental Implant Fixing Smile Makeover Dental Fillings Kids Dentistry Wisdom Tooth Removal Root Canal (RCT) Offers Zirconia Crowns Painless RCT treatment",False,,False,True,True,False,False,False,False,True,3.0,"['Dental chair with overhead light and integrated instrument delivery system', 'Dental X-ray imaging equipment (intraoral radiography)']","['Tooth Whitening', 'Implant Rehabilitation', 'Tooth reshaping', 'Dental Braces Fixing', 'Ceramic Crowns and Bridges Fixing', 'Full Mouth Rehabilitation', 'Tooth Cavity/Decay Problem', 'Offers Disclusion Time Reduction (DTR)', 'Gum depigmentation', 'Disclusion Time Reduction (DTR) therapy services', 'TMJ Therapy', 'Aligners/Braces', 'Laser dentistry', 'Dental implant placement', 'Dental and oral X-ray imaging', 'Offers Tooth Extraction', 'Offers Root Canal Treatment (RCT)', 'Scaling/Polishing', 'Offers Full Mouth Rehabilitation', 'Offers Ceramic Veneers / Crowns', 'Filling without sensitivity', 'Ceramic dental braces', 'Offers Tongue Tie Release', 'Root canal treatment (RCT)', 'Impacted Tooth Extraction', 'Dentures', 'Offers Dental Fillings', 'Implant Prosthesis', 'Offers Orthotic Splints', 'Dental Consultation', 'Offers Dental Implant Fixing', 'Smile Makeover', 'Dental Fillings', 'Kids Dentistry', 'Wisdom Tooth Removal', 'Root Canal (RCT)', 'Offers Zirconia Crowns', 'Painless RCT treatment']",Provides 24x7 post-treatment assistance via voice/video call,high,Provides 24x7 post-treatment assistance via voice/video call,21.9,18.0,25.0,2.0,10.0,['Claims surgery capability but no anaesthesiologist mentioned'],Provides 24x7 post-treatment assistance via voice/video call,76.9,['Claims surgery capability but no anaesthesiologist mentioned'],Provides 24x7 post-treatment assistance via voice/video call,
00044,A B L Clinic,Chennai,Tamil Nadu,600023,13.09267807,80.24536896,clinic,['familyMedicine'],0.5,"A B L Clinic Leading health institute offering diverse specialities, services, and consultations for general medical care. Provides general medical consultations. familyMedicine Chennai Tamil Nadu",,,,,,,,,,,,[],[],,insufficient_data,"Leading health institute offering diverse specialities, services, and consultations for general medical care.",12.5,30.0,0.0,2.0,10.0,[],"Leading health institute offering diverse specialities, services, and consultations for general medical care.",54.5,[],"Leading health institute offering diverse specialities, services, and consultations for general medical care.",
00045,A City Hospital Aruppukottai,Aruppukkottai,Tamil Nadu,626100,9.521240234,78.10160828,hospital,['emergencyMedicine | gynecologyAndObstetrics | internalMedicine'],0.375,"A City Hospital Aruppukottai nan Located in Aruppukottai, Tamil Nadu, India | Obstetrician-Gynecologist (OBGYN) department | Emergency department | 24/7 emergency care | Multispecialty hospital emergencyMedicine | gynecologyAndObstetrics | internalMedicine Aruppukkottai Tamil Nadu",,,True,True,,,,,,,,[],[],24/7 emergency care,high,"Located in Aruppukottai, Tamil Nadu, India | Obstetrician-Gynecologist (OBGYN) department | Emergency department | 24/7 emergency care | Multispecialty hospital",9.4,30.0,0.0,2.0,2.5,[],"Located in Aruppukottai, Tamil Nadu, India | Obstetrician-Gynecologist (OBGYN) department | Emergency department | 24/7 emergency care | Multispecialty hospital",43.9,[],"Located in Aruppukottai, Tamil Nadu, India | Obstetrician-Gynecologist (OBGYN) department | Emergency department | 24/7 emergency care | Multispecialty hospital",
00046,"A Delta Pain Clinic - Pain and Rehabilitation Centre, Paropadi",Kozhikode,Kerala,673011,11.27191544,75.77529907,hospital,['painMedicinePMR | physicalMedicineAndRehabilitation | internalMedicine'],0.375,"A Delta Pain Clinic - Pain and Rehabilitation Centre, Paropadi A Delta Pain Clinic - Pain and Rehabilitation Centre is a Hospital in Paropadi, Kozhikode, Kerala, India. nan painMedicinePMR | physicalMedicineAndRehabilitation | internalMedicine Kozhikode Kerala",,,,,,,,,,,,[],[],,insufficient_data,Capability:  nan,9.4,30.0,0.0,2.0,10.0,[],Capability:  nan,51.4,[],Capability:  nan,
00047,A K Multispeciality Clinic,Tilhar,Uttar Pradesh,242307,27.96139526,79.73935699,clinic,['familyMedicine | dentistry'],0.75,"A K Multispeciality Clinic A K Multispeciality Clinic Dr. Keerti Sharma holds BDS, MDS, MIDA and has a Master in Implantology & Periodontology | Dr. Keerti Sharma holds BDS, MDS, and MIDA qualifications | A.K. MultiSpeciality Clinic operates as Gum & Teeth Care Specialist | Dental clinic specializing in gum care and teeth care | Dr. Keerti Sharma is a Master in Implantology and Periodontology familyMedicine | dentistry Provides gum and teeth care services Stethoscope seen on clinician's desk | X-ray imaging equipment as evidenced by foot X-ray images | Microscope visible in interior photos Tilhar Uttar Pradesh Stethoscope seen on clinician's desk X-ray imaging equipment as evidenced by foot X-ray images Microscope visible in interior photos Provides gum and teeth care services",False,,False,False,False,False,False,False,False,False,,"[""Stethoscope seen on clinician's desk"", 'X-ray imaging equipment as evidenced by foot X-ray images', 'Microscope visible in interior photos']",['Provides gum and teeth care services'],,medium,A.K. MultiSpeciality Clinic operates as Gum & Teeth Care Specialist,18.8,30.0,12.0,2.0,2.5,[],A.K. MultiSpeciality Clinic operates as Gum & Teeth Care Specialist,65.3,[],A.K. MultiSpeciality Clinic operates as Gum & Teeth Care Specialist,
00048,A Karunagaran Ear Nose and Throat Surgeon Clinic,Chennai,Tamil Nadu,600035,13.02940559,80.23538971,clinic,['familyMedicine | otolaryngology'],0.375,"A Karunagaran Ear Nose and Throat Surgeon Clinic nan Specializes in ear, nose and throat care familyMedicine | otolaryngology Chennai Tamil Nadu",,,,,,,,,,,,[],[],,insufficient_data,nan,9.4,30.0,0.0,2.0,2.5,[],nan,43.9,[],nan,
00049,"A Piles Fistula Fissure Clinic, Bijnor",Bijnor,Uttar Pradesh,246700,29.38306618,78.15515137,clinic,['generalSurgery | familyMedicine | colorectalSurgery'],0.625,"A Piles Fistula Fissure Clinic, Bijnor पाइल्स, फिस्टूला, फिशर, पाइलोनाइडल साइनस Online consultation available | Affiliated with Maitri Hospital in Bijnor, Uttar Pradesh | Operated by Dr. Ashish Chauhan generalSurgery | familyMedicine | colorectalSurgery Performs Ksharsutra ano-rectal surgery | Treats piles, fistula, fissure, and pilonidal sinus | Treats anorectal conditions including piles, fistula, fissure, and pilonidal sinus Bijnor Uttar Pradesh Performs Ksharsutra ano-rectal surgery Treats piles, fistula, fissure, and pilonidal sinus Treats anorectal conditions including piles, fistula, fissure, and pilonidal sinus",False,,False,,True,False,False,False,False,False,,[],"['Performs Ksharsutra ano-rectal surgery', 'Treats piles, fistula, fissure, and pilonidal sinus', 'Treats anorectal conditions including piles, fistula, fissure, and pilonidal sinus']",,high,"Capability:  Online consultation available | Affiliated with Maitri Hospital in Bijnor, Uttar Pradesh | Operated by Dr. Ashish Chauhan",15.6,18.0,9.0,2.0,2.5,['Claims surgery capability but no anaesthesiologist mentioned'],"Capability:  Online consultation available | Affiliated with Maitri Hospital in Bijnor, Uttar Pradesh | Operated by Dr. Ashish Chauhan",47.1,['Claims surgery capability but no anaesthesiologist mentioned'],"Capability:  Online consultation available | Affiliated with Maitri Hospital in Bijnor, Uttar Pradesh | Operated by Dr. Ashish Chauhan",
00050,A Plus ENT Clinic,Navi Mumbai,Maharashtra,410206,18.99269104,73.1224823,clinic,['familyMedicine | plasticSurgery | otolaryngology'],0.375,"A Plus ENT Clinic Experinced Surgeons ,World Class treatments,Excellent Results, 100% Happy Patients. ISO 9001:2015 Certified. nan familyMedicine | plasticSurgery | otolaryngology Navi Mumbai Maharashtra",,,,,,,,,,,,[],[],,insufficient_data,Capability:  nan,9.4,30.0,0.0,2.0,0.0,[],Capability:  nan,41.4,[],Capability:  nan,
00051,A R Clinic,Kolkata,West Bengal,700016,22.55084991,88.36034393,clinic,['familyMedicine'],0.375,"A R Clinic Infertility, pcos, Thyroid disorders, skin diseases, cupping therapy/Hijama,prp treatment for skin nan familyMedicine Kolkata West Bengal",,,False,,False,False,False,False,False,False,,[],[],,insufficient_data,Capability:  nan,9.4,30.0,0.0,2.0,10.0,[],Capability:  nan,51.4,[],Capability:  nan,
00052,A-ONE Hearing AID Centre,Hisar,Haryana,125001,29.13274193,75.74104309,clinic,['familyMedicine | otolaryngology'],0.375,"A-ONE Hearing AID Centre ALL TYP'S OF HEARING AIDS SALE & SERVICES. RECHARGEABLE AND NON RECHARGEABLE. BTE ( BEHIND THE EAR), RIE (RECEIVER IN THE CANAL), ITC (IN THE CANAL), CIC (COMPLETELY IN THE CANAL), IIC (INVISIBLE IN THE CANAL). nan familyMedicine | otolaryngology Hisar Haryana",,,,,,,,,,,,[],[],,insufficient_data,Capability:  nan,9.4,30.0,0.0,2.0,7.5,[],Capability:  nan,48.9,[],Capability:  nan,
00053,A. K. Optical & Eye Care Centre,Bahirbena,West Bengal,743329,22.31611824,88.64369202,clinic,['familyMedicine'],0.375,"A. K. Optical & Eye Care Centre A.K. Optical & Eye Care Centre is a vision care clinic that provides comprehensive eye exams, and other eye health services. Skilled optometrists and a dedicated support staff utilize innovative technology to deliver compassionate patient care. nan familyMedicine Bahirbena West Bengal",,,,,,,,,,,,[],[],,insufficient_data,"A.K. Optical & Eye Care Centre is a vision care clinic that provides comprehensive eye exams, and other eye health services.",9.4,30.0,0.0,2.0,2.5,[],"A.K. Optical & Eye Care Centre is a vision care clinic that provides comprehensive eye exams, and other eye health services.",43.9,[],"A.K. Optical & Eye Care Centre is a vision care clinic that provides comprehensive eye exams, and other eye health services.",
